Rating,Review
4,"I am terrible te about drinking enough water in a day.  It is just too boring for me most of the time.  Adding a little flavor helps me get more in.  I'm not a huge fan of the fake sugar additives because they leave an aftertaste and taste sugar-free.<br /><br />I really like the Mojito flavor.  I've had a mojito before and liked it, but don't love it (I'm not a huge mint fan).  It has the light flavor of a mojito, but not strong.  Just enough for a taste.  It does have a bit of the sugar-free aftertaste, but not bad.  It is refreshing and light and I definitely drink more water with it.  My husband, who hates sugar-free stuff, actually liked it, too.<br /><br />I plan on buying more and even looked for some at the store (it wasn't available)."
5,"i thought i ordered rice and beans, however, i ended up with a case of garbanzos"
2,"Here is a comparison of liquid,organic milk and organic valley organic nonfat dry milk powder. 16 servings of liquid milk costs $5. 13 servings of powdered milk costs $7.  Powdered milk does not dissolve well at all in heated water or a blender. It works well in baking. The only benefit to powdered milk is that it can be stored much much longer than liquid milk."
3,I love Werthers. I thought I was ordering werthers chewy caramels from the picture of the item with the blue ribbon that said chewy caramels and had caramel in the title. It turns out these are the hard candies with soft caramel inside. A bit misleading advertising. werthers are still good but i rated this item a 3 star since it wasn't what i thought i ordered and these items are not returnable if you mess up. so i have quite a few bags of the wrong kind of werthers. that's alright. i know i will find someone who will eat them for me.
4,"The product tastes great - but it's too much for a normal person, and there is no way to make half - you would have to make it and split it with someone...which kind of defeats the convenience of the product."
2,"Just bought a bag at a local Costco for only $16.59.  The green oval label on top says ""Roasted from Certified Organic coffee beans.""  I guess this is why it wasn't as flavorful as Starbucks (non-organic) Sumatra.  It wasn't sour at all like blacksmithgirl claims.  I guess her bag must have gone rancid.  But it's too mild and too bitter for my taste.  You get what you pay for.  The worst part of waking up is this crap in your cup!"
5,"G. W. Broth has been a mainstay in my family for years. As a matter of fact, I made lemon chicken soup today which my Grandkids love. As usual, one of the ingredients used was G. W. Broth. My wife orders it by the case and we share boxes with the rest of the family. Good stuff!!"
2,"I had ordered the rugelach from this company before and loved it, so decided to try their sugar-free version.  It was really not tasty and seemed pretty dry.  This was true for all 3 flavors we tried (raspberry, chocolate, and cinnamon).  I will definitely order more of their regular rugelach, but no more of their sugar-free."
5,family of 6 - 3 boys/3 girls - we go through a lot of pizzas:)  The only thing that would be any better is if I made it myself:)  ...and if it were in a glass jar (metal toxins):  Great sauce- I would absolutley recommend:)
3,"Please note that this is not a K-cup. It will come up if you search for ""K-cups"" but it is a POD and will not work in Keurig Brewer!"
3,"A friend of mine brought these over to my place a month ago for one of my horror movie marathons (""horrorthons"").  I think they're just ""OK"".  Nothing great.  They have a cheese flavor added to them.  Vital nutrition information is as follows:  11 chips provide 160 calories, 1 gram of saturated fat, 4.5 grams of polyunsaturated fat, 4.5 grams of monounsaturated fat, 0 mg of cholesterol, 310 mg of sodium, 410 mg of potassium, 15 grams of carbohydrates, 1 gram of dietary fiber, 1 gram of sugar, 2 grams protein, 0% vitamin A, 2% calcium, 10% vitamin C, and 4% iron.<br /><br />This bag of potato chips is still sitting on top of my refrigerator, with half the bag left.  I'm not a fan of monosodium glutamate, and these chips contain it.<br /><br />One bag of these is enough for me, but you might want to try them.  You might like them.  To each their own."
2,"Just came back from my vacation in Poland (what a great country; our hotels & shopping places cannot come close to their new ones!)<br />Because their economy is truly fantastic - I paid for exactly the same coffee (even better) Carte Noire Expresso Gold Instant something about 20~22 zloty's.<br />After transferring to US dollar - about $6.00. Voila!<br />Is this price on this page for real? Wouldn't be cheaper to buy a whole box in Poland and mail to my address in Wisconsin?<br />By the way, this coffee is absolutely marvelous!!! For the taste 5 stars."
3,"I normally buy the generic version of powdered Splenda from Walmart.  Haven't done the math but, I'd bet the farm that I can sweeten DOUBLE the volume of tea or coffee with the Walmart generic sweetener.  This stuff lasted no time!"
4,"So I love CET chews. I usually purchase them from the vet, but I can get the same thing online for cheaper, so its nice. The only issue I have is that my dog is a violent chewer. He's a little dog, but I have to get these medium ones because he'll just swallow the small dog ones whole!"
5,"I just tried the cola Zevia today, to impressive results.  I was expecting a bitter aftertaste since pure stevia is sweet at the beginning, then turns bitter towards the end, but this stuff was not like that at all!  Now, it certainly doesn't taste exactly like Coca-Cola, so if that's what you're looking for, this isn't it.  It has great cola flavor though, and is more palatable than artificial sweeteners, both on your tongue and for your health-mindedness."
3,"First off, this product does NOT work like ephedra products do at ""burning fat"" - it just doesn't have the same effects on the body.  I knew that before purchasing...<br /><br />However, there are not any noticeable stimulant effects unless taken with caffeine (tea is what I used); this produces a combination that you can notice a slight increase in stimulant activity above what the caffeine alone provides."
4,"This is a great buy compared to buying the same product from a local pet store.  My only reason for not rating it a ""5"" is that the pockets do not seem to be well formed.  It's almost as if the manufacturer got all the partial pockets together to make a ""seconds"" product line."
3,I love jerky and this was good but a little too smokey for my liking. They were too bite into and extremely salty... I love saltiness in jerky but this was too overwhelming for my taste.
4,"Out of all the artificial sweeteners that I have tried, Ideal is the closest to sugar in taste. I'm allergic to pure Stevia and beside that, I don't like the aftertaste anyway. So I am very happy to have found this product.<br /><br />However, the only problem I have is that the amount of ""empty"" sealed packets in the boxes are increasing. I can deal with a few here and there, but now I can't open a box without getting several empty packets per 100ct box. I'm beginning to feel ripped off. :("
3,"These were ok, but they could have used more cinnamon flavor. I do understand that these are probably marketed to kids, and many kids don't really care for strong flavors, but when I'm buying something with a ""Cinnamon Roll"" flavor, I expect to really taste cinnamon, but the cinnamon flavor was barely there."
1,"I'd had this box of creamers for only about a month when I noticed that the creamers were starting to spoil already, almost two months before the expiration date stamped on the box.  I've kept the box indoors in a climate-controlled office."
5,We as a culture do not get enough minerals and electroytes into our system resulting in dehydration and muscle cramps.  Nirvana coconut water is an excellent source of the minerals and electrolytes.  I also like the auto-ship method because I know once a month I will be receiving a case of this wonderful elixir.
5,"IF YOU LIKE RASPBERRIES, THEN THIS MIX IS FOR YOU. EATING THE WAFFLES I MADE WAS MORE LIKE EATING DESSERT THAN BREAKFAST. THEY WERE DELICIOUS. A GOOD CHOICE."
5,"I have been drinking this tea for months now along with the Tazo Zen green tea. I love both flavors and have found that they make a wonderful iced tea (the only way I like to drink tea). I have found that if you cold brew this tea and the Zen green tea, they do have the flavor undertones that the box states. It almost seems to have a ""solidness"" to the flavor that seems to fit the breakfast concept well. I definitely recommend it if you like a nice smooth flavor to your black tea. I use the Starbucks Classic syrup in this tea and the flavor is perfect together (you can buy classic syrup in a bottle from almost any Starbucks location).<br /><br />Just as a side for those who are interested. Cold brewing just means that you place the tea bags in the fridge in water and let it set, usually at least 3 hours. It's that simple! It maintains the full subtle flavor of the tea much better and is almost impossible to turn bitter or mess it up unless you use too many tea bags. This only works if you plan to have iced tea of course. I use 4 ""Awake"" tea bags in 2 quarts of water and let it set overnight. I don't remove the tea bags until I have drank all the tea. It's delicious and super easy. I would recommend trying it to anyone who likes iced tea!"
4,"I will tell you that this is the best thing in the world for those of us who have to eat a low fat and sugar free diet.<br />I have shared them with my friends and they admit that these taste like regular gummi bears.<br />I have ordered these for my friends as well and they are loving them as much as I am.<br />There is only one downfall to these - there is an ingredient in them that causes gas in many people - and if you do not know this before hand and eat them, you will wonder what is wrong that you are having gas pain, and everytime you think you need to use the restroom all that comes out is a huge thing of air.  So if you purchase these you need to be aware of this in advance.  They are very good and I highly recommend them - do not eat a ton of them though, because of the gas.  If you have had gastric bypass surgery this is definitely one of those things you need to be aware of."
3,I am enjoying this tea immensely so far my only warning is be careful you do not steep this too long and you may want to take it out after even 2 mins because it is really good tea but can go bitter if left to its own devices.
4,"I bought these Oloves for my mother and aunt who were coming to visit me. They had tasted them on an airline and wanted more. As the hostess with the mostess I surprised them with a big box of Oloves at their arrival. These are delicious, healthy and easy to transport. I keep mine in the fridge because I like cold olives, but you can also eat them room temp if you so choose. All in all, a good buy! I just hope that Trader Joe's picks these up, they would be a hit!"
1,I quit buying M&M's because of a price increase.I guess they figured they could charge an outrageous<br />amount in the stores like they do at the M&M factory in Las Vegas. Now I just relized they down sized their<br />hot fudge to 12 oz  it was 16 oz  and they are charging the same price as a 16 ounce jar!! ($1.96 at Wal-Mart)
5,"I drink Pero in the morning because I like the taste and<br />it offers me the warm, hearty drink I need first thing in<br />the morning.  Later, when I want a energy kick, I drink<br />coffee.<br /><br />When I travel, I take Pero with me.  I've been using it<br />for over 15 years."
1,"I grew up drinking real coconut water.  This product doesn't even come close.  I will not buy it ever again.  Read the product description - it's ""produced domestically from concentrate.""  IT JUST DOESN'T TASTE LIKE REAL COCOCNUT WATER."
2,"I've never found a dog biscuit my little Maltese likes so I knew I was taking a chance. Still,  I'm VERY disappointed that there are no returns for the 11 unopened boxes.  I wouldn't try them if you have a finicky dog or a small eater. They are bland. There's no tasty smell, I mean nothing. The cardboard box smells as appetizing. I realize my dog is hard to please so I won't blame it all on MilkBone. He's not a big eater and has never been a chewer (never chewed on furniture, shoes etc) so although he won't grab ANY bone, he does enjoy them. Most beef bones are too large but he crunches lamb or pork rib bones up completely.  There must be SOME kind of biscuit to keep a small eater's teeth healthy."
5,"I LOVE Amazon.com for many items, but if you aren't happy with the delivery or damaged items as I am reading here, go to your local health food store. This or similar is likely available. Many will order it you by the case if you ask them. Good luck. My dogs always have a tablespoon of pumpkin with their meals too :)"
4,"If you cant deduce the jist of my review based on the title, stop reading now because you never will. This is a totally personal thing, I just, honestly do not like this as much as other coffees Ive tried...Theres nothing wrong with it, I recieved what I ordered, it was delievered promptly, I just dont really care for the taste. If you know what this tastes like and enjoy it, BUY IT...I prefer donut shop...but to each his own. This cat is BOLD"
4,"I could do without the cocoa in the batter because it makes them look burned when they are not, but very tasty."
2,Spent more and purchased this because of glowing reviews.  Drinkable only if you use a lot of flavored creamer.  Best results for me come from Irish Cream or Creme Brule creamer flavors.  I won't serve this to company.
1,Not what we were expecting in a k-cup.  This is weak coffee that tastes like instant coffee.  There is a reason it is cheap - buyer beware!  I would have given it a negtaive rating if it was possible to do so.
2,"I really thought I would like this tea, but I ended up giving it away. I like white teas, but I like green even more. I also generally like raspberry, but this combo didn't work for me. I won't buy it again."
1,All 3 bags are horribly stale and taste horrible. There is also a no return policy on these bags. Im not sure what to do but i might end up throwing out 3 full bags because they are really not edible.
5,"Annies is the best brand of Mac and Cheese. We always keep some on hand. My 7 year old makes it herself for breakfast. It's a lot better than sugary cereals, and has great ingredients (for fast food!)."
2,"I have a Great Pyrenees who ate half of this in an hour. Do not buy this for chewers, it will not last."
5,"I first had a Mrs. Leepers hamburger meal when visiting family who also deal with a celiac in the house.  Once I determined that's what I had, I went on the hunt to find some ""cheater"" meals that could be made quickly and I would still be able to eat them.  Mrs. Leeper's Cream Tuna came through.  Tastes just as good as a Tuna Helper!"
5,"I made several frustrating trips to local grocery stores looking for this item (driving, parking, shopping, etc.  As soon as I decided to order it online, I had it within a couple of days -- not even any shipping charges.  I am impressed and delighted.<br />Andrea Gambill"
2,"I am a Chai Tea fan several years ago, I even prepare my own mix from scratch, but when I am rushing I like to prepare it with the tea bags, and I have tried several brands but so far this one is the worst, the clove taste is exaggerated and unfortunately it overwhelms the rest of the ingredients, the lack of pepper is acceptable, but unless you love cloves this tea is not for you. I added some ground cinnamon and nutmeg, and it corrected the flavor little bit."
3,I've bought these cookies before and they were just wonderful.  But these were not as good as I remember and the packing makes it difficult to retrieve a cookie without breaking it.
1,"i got this thinking it would be a great soda to replace coke and diet coke with, but i was wrong, this tastes so disgusting, i will just stick diet coke, which is ALOT cheaper than this"
2,i didn't like the flavor at all.. maybe its just me. it was VERY nut flavored and not very chocolate. if that's what you're looking for then maybe youll like it.
3,"I used a teaspoon of this powder, mixed with my protein powder to make my morning shakes. The taste and smell of this product is not great.  This is why I mix it with chocolate flavored protein powder, cinnamon, soy milk or regular fat free milk. It has a musty, burlap sack tasting kind of scent.  Adding stevia or splenda to my shake helped improved the taste, however, the odor was still there. I noticed after about a week of adding this product to my diet that I felt a little more alert mentally and energetic after drinking it.  Not in a way that caffeine affects me, but in a positive way it helped me get my work done with less brain fog. My skin looked clearer and brighter without makeup on. It had zero affect on my libido. Some users mention its helpful for that, but it did not do so for me. I am not sure I will buy the product again since I know so little about it's benefits. After all, I can just take a super B complex vitamin and feel the same response, no?  But really, the problem with me is the taste.  I plan to finish the bag to see it's longer term affects  and see if they outweigh the bad taste."
5,"tea is a huge part of my diet and i couldnt drink the tea i already have so this tea was a life saver! havent tried the thrid trimester tea yet ,saving it for what its meant for but i love the rest and thanks to this i can have my morning tea every day!!!"
3,We got this along with the spicy marinara one. I thought we should try and 'go healthy.' There is much better whole grain pasta out there. This was not a big hit with me or my kids. We liked the concept though. It heated quickly. I guess it's precoooked so that's why it's really ready in 60 seconds (as stated on the package). The price is fine too -- just go for the Spicy Marinara instead.
5,"I quit coffee and tea in late March.  I started out using chamomile or herbal tea as a substitute, but it just didn't offer the same bitter kick that coffee has.  Low and behold after watching a youtube video on coffee substitutes, I discovered chicory...jumped on Amazon and ordered it.  I used to drink my coffee black, so I tried the same thing with the chicory...okay, but it needed something else.  After a few days of experimentation, I finally distilled the final mix to about 80% chicory and 20% homemade almond milk.  It is really good.  I have to say it made giving up my old friend coffee doable."
2,I bought this because I am on a low carb diet and was craving BREAD!  I used to bake bread in our bread maker all the time and thought this would satisfy the craving. It kinda did but I don't think it's worth the price.  I found a bread at the grocery store that has the same number of carbs as this and tastes better and is way cheaper.
3,"Whoa...in doing my research I noticed that one box of South Beach Diet Bar Fiber Granola Bar (that's a mouthful isn't it) costs $23.92 if you order it on Amazon. I have prime but I realize that not everyone does so if you factor in another couple bucks for shipping...ridiculous price. I'm not sure how much a box of this costs in stores (considerably less I would hope) but I daresay that it is unlikely that the price is worth the product. If anyone could use a good diet bar it's me but the problem with diet bars is in the name. They are DIET bars. They aren't supposed to taste great (otherwise you'd be in danger of eating the whole box and what kind of diet is that) so instead they usually taste like a mix of cardboard and...well more cardboard. Now the South Beach Diet Bar Granola Bar isn't THAT awful. Don't take that delicious looking beast on the package for truth. The real product is much flatter...And the taste? Well it tastes exactly what you would think a chocolate diet bar would taste like. It's unfair for me to bash a diet bar based on taste after admitting that diet bars aren't SUPPOSED to taste good but that image on the package really got my hopes up.<br /><br />But how effective is the bar? Effective enough. I ate one this morning and I didn't eat again till later this evening. That's not really praise for the diet bar, I have a pretty hectic schedule. But maybe I didn't notice the hunger as much. I'm guessing I could eat a granola bar (get better taste at a cheaper price) and be the same level as hungry. So if you take diets/diet bars seriously then this might be the bar for you. It doesn't really have anything to separate it from the other snack bars out there other than the South Beach name but hey, what do I know?"
5,Excellent!  This is such a healthy alternative to butter. Love it.  I love it for a body cream as well.  I don't like to eat chemicals and preservatives or put them on my body so this is GREAT!
2,"Not a bad taste, maybe too sweet.  The pieces are fairly thick, it felt like chewing on a piece of thick slightly undercooked bacon.  Meat quality seemed good when you did not find a stringy things.  Needs to be cooked longer."
3,The title and description states that you are guaranteed to receive 9 different flavors plus the new Swiss Miss. I only received 8 and did not get the promised new flavor. I haven't tried them yet but will do so soon. I just think if you are going to guarantee something then you had better follow thru on it.
4,"I'm a casual coffee drinker who is more likely to like McDonalds or Duncan Donuts coffee than Starbucks, which I find too burnt. I also like sugar and milk so I'm not obsessing over subtleties of flavor. This coffee was noticably better than supermarket brands and, in my opinion, milder and superior to the fancy brands as well. It is a good quality coffee at a good price and, as a result, a good value. I'd recommend this and would consider this as an every-day brand."
3,"This doesn't taste much like the Southern sweet tea I'm used to, and I live in Georgia.  I wouldn't say I totally hate it though, I'll probably finish these and as long as I start a cup thinking I'm getting a sweetened iced tea, instead of a Southern sweet tea, I'll be satisfied with it."
5,"excellent stylish choice stayed night business trip berlin definitely stay return berlin holiday, large comfortable room stylish decor hotel, particularly impressed modern art lobby corridors, no difficulty getting non-smoking room booked email days trip, quiet spite central location, excellent breakfast,  "
3,"But not great.  I will agree their taste can be a bit much, think of a garlicky artificial taste that would be on chips.  To be honest, this defeats the purpose of a roasted walnut, where you would think its roasted and perhaps has salt on them.  Granted these aren't awful, but after eating a container I'm not really sure if I would consider them good.<br /><br />Pros:<br /><br />- One of the few ""roasted"" walnut options I've seen<br />- The taste is ok, but not great<br /><br />Cons:<br /><br />- These do not taste like the walnuts found in Emerald's deluxe mixed nuts canisters, if thats what you are looking for<br />- The taste can be a bit much, its ok, but if you are looking for a plain roasted walnut this isn't it<br />- Not to nitpick but these are mostly walnut pieces, not many whole walnuts<br /><br />Recommendation:<br /><br />- I don't think I would get them again<br />- I would suggest not buying a 6 pack until you try them first because they aren't just simple roasted walnuts"
1,"When the flowers showed up, they were in pretty bad shape.  I figured that water and the provided plant food would spruce them up within a few days.  Didn't happen.  They went from being dull and wilted to being dead within four days of arrival."
4,"Not as good as making hummus from scratch, but good enough when you run out of time or ingredients.  You always think 1/2 cup is too much water, but it is just right.  Sometimes I combine with homemade if I need extra."
1,"I've run across some old recipes that call for powdered vanilla.  I Googled powdered vanilla and came here 'cause this was the first entry.  Because people have been honest about the fact that this product is NOT powdered vanilla but some cheap-but-costly fake stuff, I'm not only NOT going to buy this, I'm NOT going to buy food items from Amazon.com.  Moving on in my search.  THANK YOU for taking the time to write and saving me from the same disappointment you must have felt."
1,"Save your money especially for shipping, this is NOT pretzel salt.  This salt is nothing more than kosher salt that you pay alot for shipping to your house, you can get this in any grocery store.  I had purchased pretzel salt before from amazon and could not remember the company so I bought this, without reading the reviews.  I have since found the company which is called the Spice Barn.  I am not sure if they sell through amazon or not, but the [...] does sell that really white salt you get on soft pretzels.  You can find them at:<br /><br />[...]"
3,This product is ok but nothing you would want on a regular basis.  I ordered this product thinking I could have it for lunch but one lunch was enough!
2,The acai berry and dark chocolate just don't seem to mix well.  The dark chocolate pomegranate is much better.
2,"I have a regular monthly subscription to another brand of summer sausage available on Amazon. It's very popular with friends and family for snacking, and when the regular brand wasn't available, I purchased this one for a temporary replacement. I read through the reviews and felt this would do the trick until the regular stuff was available again.<br /><br />Unfortunately, the only thing the two seem to have in common is general shape and color. While the flavor isn't unpleasant, the texture leaves a lot to be desired. It's both fibrous and greasy, with globs/pockets of fat and strings of what I can only imagine to be muscle or gristle of some kind. They're like white threads, and the mouthfeel of the sliced product is very unappetizing.<br /><br />In reading through the reviews again, I saw one where the reviewer mentioned this summer sausage had potential when heated/cooked, so I sliced it thinly and tried both panfrying and microwaving it. This does improve the texture and allows the extra fat to render out (if you're microwaving, be sure to sit the pieces on top of paper towels, and don't let it go too long without checking ... LOTS of fat drains out of the meat!). After it's been heated/cooked, the product can be enjoyed for its flavor without the unpleasant texture.<br /><br />If our regular choice becomes unavailable again at some point, we'll just do without or look for something in a local grocery store. We won't be purchasing this product again."
3,"The item didn't arrive on the date that it should have. I really have not figured out why it took two weeks time before shipping it. Never heard from the shipper that it had even been shipped. I'm sorry but if I have the item I ship the next day. Especially the price I paid for the salt.<br />I wanted to try it as I had heard about it through different venues. The Salt is very good,but I will not be buying again. I have also tried a salt that was available (not celtic salt) that is suppose to have a lot of natural minerals and find it easier to use which also is just as good if not better. I also didn't pay 29.99 for it. I chalk it up for foolishness for paying that kind of money for salt. Thanks"
2,"I did a wheat-free trial diet for 30 days, and one of the snacks I had on hand were these lentil crackers from the Mediterranean Baked brand.  Plain Sea Salt Lentil Crackers.<br /><br />PROS:<br />- Crispy crackers don't leave you feeling heavy after snacking.<br />- Different dips or toppings can be paired with it.<br />- Great list of ingredients<br />- Gluten-free<br />- 5g protein in a serving.<br /><br />CONS:<br />- Rather bland and tasteless.<br /><br />FLAVOR:<br />I found the crackers to be pretty bland.  They're not overly salty, which is nice, but I guess lentils just don't carry enough flavor on their own.  These crackers are good if you have a dip or topping for them, as their bland flavor makes a great base for just about any dip flavor.<br /><br />These are an okay snack for those on a gluten-free diet.  If you don't need to live gluten-free, find another cracker, for your tastebuds' sake."
3,I DID NOT CARE MUCH FOR THE ANIMAL CRACKERS OR THE CHEESE-IT. THE CHEESE-IT WERE NOT SALTY ENOUGH AND THE ANIMAL CRACKERS WERE DULL.
5,"This is the first time I purchased Goji Berries after reading all of the health benefits they have. The Navitas Naturals Brand through Amazon was the lowest priced I found on the web.  I really like the fact that there are no additives at all. They don't taste like any berry I've eaten. They are surprisingly moist and sometimes slightly sweet and other times a bit bitter (if you pop a handful into your mouth.) I found a small amount does satisfy your hunger quite well I eat them by themselves for lunch. They are really good mixed with chocolate chips, thrown in a salad even baked in cookies. I would certainly buy them again."
1,"The ""white chocolate"" coating is so thin i can literally see through it. The inside of the bar is brown and terrible tasting. This is absolutely AWFUL. Do not buy."
5,"I have personally not tried this brand yet. But after discovering from the Nutiva website's FAQ page that their plastic containers DO NOT CONTAIN BPA, I decided this is the brand for me. Just wanted to let you all know, since some of you expressed concern about the plastic container."
1,"The ""rope"" idea doesn't really work ( well it works 1 time). It actually impedes the dispensing of the treats after your dog yanks it out - now the treats are stuck inside until the human pushes the rope back in.<br /><br />Would NOT purchase again!"
3,"I had great expectations when I purchased these hemp hearts as someone at our local health food store was very enthusiastic about its ability to cut appetite and thus worked for weight loss and control  I found it pleasent to eat, tastes fine and texture is appealing although the seeds get caught in my teeth and under my gums so I need to brush, rinse and floss quickly after eating it.  I was surprise to read the fat content at 45 percent so I am only eating it with breakfast.  I don't think this is any miracle food supplement and probably will not buy again unless something changes with my experience.  I've used it for a month now with no noteable impact."
5,my cat was getting sick from cat foods I could get here...she loves this cat food
3,"The popcorn is very sweet. I thought it tasted very much like real caramel corn.  The portion size is miniscule, even for a diet snack. The package has about six or seven popcorn kernels in it.  I think it is tremendously overpriced for what you get."
