Rating,Review
2,"I have to use a whole lot to have a little vanilla flavor, so it's not a good value. Vanilla extract works better everytime.<br />The bottle is beautiful, but not practical; the wire on top is very hard to move in order to open the bottle. Also, it's not a shaker; you have to spoon it out, because the metal cap (with holes in it) is held by a plastic cap underneath (which doesn't have holes)... What's the deal?"
4,"This was a nice bubbly beverage, but just didn't satisfy my desire for a soda. lol  Yummy though!"
5,"These are FANTASTIC for people who can't eat sugar, i.e. diabetics.  If you've scoured the globe looking for a sugar-free snack that doesn't have that ""fake sugar"" flavour, your search has ended!<br /><br />I am a HUGE Haribo fan.  Before they were widely available in the US, I had a friend in Germany send me Haribo candies all the time.  My biggest fear was that these would not live up to expectations.  I was relieved to find that I can barely tell any difference.<br /><br />One word of caution that has been mentioned by several reviewers: You cannot eat these in large quantities.  THIS GOES FOR JUST ABOUT ALL SUGAR FREE CANDIES!!!  Stomach discomfort, flatulence/gas and diarrhea are all well-known side effects of most sugar-free candy, so it is not wise to eat more than a dozen or so pieces at most."
5,"This is our family's favorite falafel  mix, that which comes closest to the best falafel's we've had in local restaurants.  The flavor is nutty and spicy, and very consistent, box-to-box.  They cook up a nice golden brown-to-brown and have an authentic crunchy consistency on the outside.  When prepared as directed - add water and let sit for ten minutes - it produces a thick batter that holds together well and stays together through frying.  We use a spring loaded falafel patty maker, though I think it would work just as well forming the patties by using a tablespoon.<br /><br />The main reason for a five star review is for flavor and consistency, which are among the best I've found in a mix and - surprisingly - better than what I've had in more than a few restaurants and stands.  It also doesn't hurt that these meet with my Jordanian father-in-law's approval when I do the cooking.  (which, for me, is something akin to a French chef earning a Michelin star...)  Taste is subjective, however, and I've seen arguments arise between falafel aficionados on which ones are the best:  Lebanese, Israeli, Syrian, Greek, etc.  So, before going out and getting a whole case of the stuff, I'd suggest trying one box first.<br /><br />My preference is to fry these in peanut oil (about 1/2 inch in an iron skillet) as I feel peanut oil has a higher burning point than some other oils and think that it produces the best flavor.  Naturally, this is not for the peanut-allergic among you.  I've read that falafel can be baked and the box also gives instructions on this, though I've never tried it.  For serious shoppers, the ingredients list unbleached wheat flour and does not indicate that it contains fava beans.  (It does, of course, indicate garbanzo bean flour as the primary ingredient)  This may or may not matter to purists, but I've gotta go with the taste buds on this one and will be sticking with Casbah.<br /><br />The last point for me is price, or more accurately, value.  While I would prefer to have the option of getting this mix in bulk so as to do without all the packaging, I've only found it by the case:  12 boxes of 10 ounces each.  Still, the cost comes to pennies-per-patty for each falafel versus over a buck-per-patty at our favorite restaurant.  Granted, this does not include the necessary goodies (pickles, tomatoes, onions, and hummus for this particular family) but it's still a fraction of the cost of having our family falafel extravaganza eating out.  If you plan on making this a staple of your diet, the subscription plan saves you even more.<br /><br />Bottom line:  Flavor, consistency, and value are all tops with Casbah falafel mix:  Five stars from this reviewer."
3,"I just received my order for French Lentils from Barry Farms.  There were no directions for cooking the lentils.  Now, I am doing additional research so that I know how to use them.  Not something I am excited about!"
3,"Kind Healthy Grains Vanilla Blueberry Clusters with Flax Seeds was better to snack on than to eat as cereal with milk.  The taste is an acquired taste, and after you've eaten a few it starts to taste better.  It never tastes bad, it just tastes a little like cardboard until you get used to it.  All in all, I'd recommend this to people that are very health conscience and like foods like this, but this isn't something I will buy."
3,"I don't know what Java One is doing, but they're managing to put good coffee in defective pods.  On my last shipment, at least one out of five pods were not sealed...you open the envelope and there is loose coffee all over.  The edges of the pods are open.  This is NOT due to our opening them incorrectly.  The filter paper is not ripped or damaged, it just isn't glued or sealed properly.  Definitely not recommended to buy these unless you want to waste about 15% of your money.  Other than that, I like the coffee itself (when it stays in the pod)."
3,When I grew up as a kid my grandparents would always bring DZ licorice with them when they would visit us from Rotterdam. Eventhough I like this licorice it is not the same as I remember when i was a kid. My dad told me the old DZ licorice was made from salt from the North Sea and this item does not have real salt. I guess they are trying save money or trying to be more healthy by using fake salt.
3,"I don't know what taste I was expecting when I opened it but this isn't it.  I was expecting something somewhat tangy, sweet and crunchy.  These were crunchy but not tangy at all.  It is sugary but that is all there is to it, no taste beyond sugar."
1,"I don't know if any of you have received Burgers that were colorless, but mine were.  No red at all.  I wonder if they are safe to eat?"
3,"This is not the only Health Valley product to show a photo on the box that differs considerably from the actual product.  They did this with <a href=""http://www.amazon.com/gp/product/B000EVQ2O8"">Health Valley Cobbler Cereal Bars, Apple, 6-Count 7.9-Ounce Boxes (Pack of 6)</a>, too.  (I've also posted a photo and review of the apple bars.)  Their chocolate bars differ, too, although not to the same extent as these other two.<br /><br />The photo on the box of the Cinnamon Danish bar certainly LOOKS delicious, with a seemingly thick, juicy filling.  As you can see from my photo, the actual filling is a thin layer of a beige, sticky, and overly sweet substance.  Another reviewer described it as resembling school paste, and I can't think of a better way to describe it.  A better name for these bars might be ""Sugar Danish"" because the sweet taste is so much more pronounced than the cinnamon.<br /><br />I followed other reviewers' recommendation to heat these up prior to eating.  I would recommend a toaster oven, rather than a toaster, because it tends to become very ""floppy"" when it's warmed, and it breaks apart in the toaster."
4,"If you like your Senseo coffee strong, then you have one choice, as all other styles and flavors seem to brew up kinda weak. Many of my friends like a combo of one dark and one flavored."
3,"I said the same thing about the Horizon vanilla milk, taste great but the price is a bit high. My supermarket carries Hershey's chocolate milk and I think I'm just going to start buying it from there. Otherwise the chocolate milk itself is very yummy."
3,"Pretty good, but I have to use much more than I would with starbucks coffee.  Starbucks bold roast coffees have a better taste anyways.  This coffee is bold enough if you use a lot, but there is nothing robust or flavorful about it."
4,"I Decided to fasten it under our cabinet to save more space. It is very sturdy, well made, and works great,"
1,"Ive been on amazon since 2007, and I've ordered over 500 items. This is the first review I've written. I read the reviews on this item and I figured the seller would learn to try to put many different sampler items in here. When I opened the package, there was only 28 total K-Cups, and 12 were the horrible pumpkin spice flavor I couldnt get rid of to save my life. EXTREMELY upset and I feel ripped off. Avoid this seller at all costs. Got a MUCH better deal at shoffee.com"
4,Love it - could have a few more nuts but has great flavor and texture
5,"My husband lived in Spain for a few years and was missing all of the yummy food he ate there, so we ordered this cheese. We were blown away by how great they tasted, and my husband loved that they were REAL spanish cheeses! We'll be ordering this assortment again!"
4,"The Clear Scalp Therapy Shampoo has an incredible scent, noticeable even before opening the bottle. Furthermore, its thick consistency requires a smaller amount to do the job relative to others brands on the market. My hair felt much cleaner after using this product. There was no tingling sensation that accompanies many other clear scalp shampoos. While it did not leave my hair or scalp overly dry, conditioner will still be required for most hair types. 4/5 stars."
3,"My title does not refer to the price, although kiwanos are becoming more common in grocery stories.  Rather, my title asks why pay for an expensive fruit when you can just eat the seeds of a cucumber?  Sure, everyone should try a kiwano at least once if only to discover a fruit that tastes like a vegetable.  Or you might want to use one or two for artistic effect in a fruit bowl.  But its certainly not going to replace the orange as a common fruit."
3,"I've got fine, curly hair so I have to be careful not to use conditioner too often or it will be limp and the curls won't be bouncy.  I sometimes use shampoos with the conditioners already in them, because separate conditioners are too much.  I often use volumizing shampoo because it tends to strip oils out of my hair and keep it from  being weighed down.<br /><br />I liked this Clear Scalp & Hair volumizing root nourishing shampoo.  It lathers nicely and smells good, and rinses easily.  The bottle is easy to hold on to, and the price for 12 ounces in the bottle is good.  Like some of the other reviewers reported, my bottle arrived in a plastic bag.  The bottle had popped open in shipping and some of the shampoo had leaked out in the bag.<br /><br />This shampoo left my hair soft, shiny and obviously moisturized, but it did weigh my hair down and I had to wash it again the next day. I didn't notice any volumizing with this shampoo - in fact it had the opposite effect for me.<br /><br />I gave the bottle to my daughter to try, since she has dry hair and uses tons of conditioner with every shampoo.  She really liked the scalp nourishing aspect of this product, although she didn't notice any volumizing effects either."
5,I was skeptical in first but actually I have been feeling lot better on my fingers joints and also my nail became very healthy and strong I have been keeping my French with my natural nails...!!! I have been mixing with my soy protein shake in the morning as my breakfast and it doesnt have any strange taste sonperfect!
1,This product did not taste like we had expected from sampling other plum sauces.  Did not like this one at all.  We would not purchase this item again.
2,"I was very excited to try this item because it had no calories. Well, it sounds to good to be true...it doesnt taste anything like peanuts whatsoever! I really wanted to like this, but unfortunatley i wasted my money! Dont waste yours!"
5,"best tuna, bar none - a little drier than others but i prefer it that way. i eat mine mixed with hummus instead of mayo.  not the cheapest you get can it, however..."
4,"I couldn't find any ingredients listed on the product's description page and, because I don't eat gluten, I was hoping that these might be made with oats *instead* of wheat.  No such luck.  However, my two daughters had wiped out the box within twenty-four hours!  I'd say that means these are pretty tasty.  And, being from Back to Nature, they use more wholesome ingredients than more mainstream graham crackers.  I'm not really sure what the point is of the oats, though, as opposed to plain graham crackers."
2,"I bought this gum because I remember chewing it as a kid and thought the juciy filling was the best!<br />Well, I can see why it can't be found in stores anymore.  It was hard, the liquid center was more like gel and it lost all flavor within five minutes.  I am really upset that I am stuck with a case of it!  Waste of money!"
3,"I have yet to find a favorite coffee for Keurig Brewers.  Seems none of them are strong and flavorful enough.  This is good/okay, but I am still left wishing for a better option."
4,"I received some of this in a gift basket (of all things) and I am not a big oatmeal fan but was impressed-quick, easy, nutritious and very good...a nice break from what I normally have for breakfast and the fiber really sustained me through my morning, again just a nice respite from the usual breakfast or skipping it, I have even had it in the evening as a snack and again for a non oatmeal person that should be taken as an strong endorsement."
4,"When you just have to have a dark chocolate, this is what you want.  Four squares served with a glass of fruity red wine, and you'll feel like Maxine has come to visit!  But, remember it's a ""dry"" chocolate with LOTS of cocoa, and not creamy."
3,"I purchased this plant in order to add a little color to my office. When I received delievry of the plant and opened up the box I found a plant that looked like it had lost the will to live. I wasn't too surprised though, because after all it was a mail order plant. That said, as soon as I watered the soil and put it in its spot the plant has been growing very well and is flourishing."
2,"Ok so I'm deployed and thought I would buy something odd as far as beef jerky.. Out of all the guys in my Troop, only 1 person liked the jerky. Its not bad, but its not good.."
5,"These chips were recommended by my nutritionist, as I am a pre-diabetic.  They are equal to 2 Weight Watchers points.  They are an excellent snack while on a diet. When you're dying for potato chips, these substitute very nicely without the calories.  They taste great also.  I order them about once a month."
5,"I have been a tea drinker for 35 years, since I gave up coffee when I was young.  Of all the teas I have tried, I keep coming back to this one.  It is rich, warm, tasty, not too strong, just perfect.  And reasonable, especially in a 6-pack, which seems to keep fresh for a long time."
1,Last year I had another Tur-duc-ken and it was great.  This year our market brought these in and I will never buy one again. The instructions state to cook 3 hours and 40 minutes frozen.  It took over 2 hours more than that (which I could have lived with) and when we took it out it was so dry on the outside and still raw in the middle. Trust me my market has heard several complaints this year.<br />T from PA
4,"Hi! I bought the 6-pack from Warehouse Deals. Rice needed sauce to bring up the flavor. Perhaps because rice was nearer to expiration date some flavor has been lost over time. Otherwise, this item is easy to prepare. 1 minute in microwave and done. I would buy again. When package arrived I was out of any Asian style sauce. I put bar-b-que sauce on the rice. Tasted okay. A healthy food choice. I am very satisfied with this product."
2,"I really enjoy African coffees and particularly the Ethiopian varieties. The medium roast was probable appropriate for this bean, but the roasting was very inconsistent which gave it a green coffee bean flavor.  It was reasonalby priced but not worth buying."
5,"I haven't eaten any, but if I was a dog, I bet I would love them.  My dog goes crazy for this little treats.  Great value."
3,"This has artificial sweetener just like the other hot chocolates out there. If anyone knows of one that does not have it, please let me know! It definitely isn't very strong, but I coulod handle it if it didn't have the artificial sweetener aftertaste."
2,This was a bit weak.  Much smaller than expected.  Can't comment on taste since it was a gift.
5,"There's nothing like Bavarian sweet mustard. Nothing.<br />The king of 'em all is a brand called ""Handlmaier's"", but this one is very close to it.<br />You put it on any sausage, any cold cuts (excellent in sandwiches!), basically any meat - and it's a different world of taste. You either love it or hate it. For me, I'm willing to pay the 40 bucks plus 9 bucks shipping for a couple of small tubes of this stuff. I drive across town to every WorldMarket in the city to get this mustard in jars (only to find out they don't carry that product anymore). When a tube is empty, I will put the opening in my mouth and squeeze the last drop out of it. Then cry.<br />It looks like even Amazon stopped selling most Bavarian mustards so this kind is the last one standing. Buy now or I will."
2,"I have used and loved Crystal Light Lemonade Drink Mix for years.  However, I have noticed that the taste is much weaker now.  I have to cut the water down to 3 quarts instead of 4 (2 packets)to get the same taste as before.  The drink was already expensive and now even more so. Did the manufacturers think we would not notice???  I gave 2 stars because the taste, with less water, is still very good. I am looking for a substitute because I feel cheated by the manufacturers."
4,"This is a pretty small box with little pieces of candy. I expected that because I read the reviews, but I just want to make sure that other people realize that. I still feel that the price is pretty good because Kinder is generally pricey in the US.<br /><br />The reason why I am giving 4 stars instead of 5, is because the chocolates were melted when they arrived. They are still edible, but squishy, and I think it ruins the texture of the product. The box was labeled as fragile and had ""chocolate"" written in marker on the side, but I wish they could figure out a different way to ship the product so that that it doesn't end up melting."
4,"This mix makes great hamburger buns.  It is very easy to use.  Also, you only make one at a time so you eat it fresh, then make another one the next time.  With a lot of mixes you make it and then have a lot to freeze."
4,Super thin and not what I remember as a child but still pretty good.  I sort of remember split pea soup being chunkier.  I will experiment with the amount of water that I add and that might make it thicker.
4,"This product is great.....taste is wonderful, price was the best of my research.  The only issue is the high sugar content for those needing to curb their sugar intake.  Delivered in a timely manner with no hassel ordering."
5,"AWESOME damn sauce.  However, you can buy this for $3.95 a bottle or less directly from Carolina Treet.  Which is a bit of a bitter deal that $12 bucks a bottle."
4,"This kettle chips taste ""Good , Crispy & Crunchy "" too ! U will enjoy it also! Moreover,it's thinly cut & sliced!"
4,"I bought the breadsticks for a diet I am on. They are very crunchy. I thought the sesame seeds adds a lot of flavor. They have a saeity factor, I am not tempted to eat the whole box."
5,"Vegan. Natural. Kosher Parve. Made with organic yellow corn; canola, safflower, or sunflower oils [all organic and/or conventional]; and sea salt. Great choice for those who like corn chips like Fr*tos. Great with bean burritos, enchiladas, soups, and even as a crunchy salad topping. Like most chips, highly caloric. 170 calories per 1oz/28g serving. Use as a garnish, repackage in smaller snack bag sizes, or eat in moderation. This review is out there for those for whom this makes a difference. See all of my reviews and the vegancompassion Profile for more great choices. Check out ""Vegan Grocery Favorites"" and ""Vegan Grocery Top Ten"" & all the other helpful ""Vegan Grocery"" Listmania. Your input counts and will be greatly appreciated to benefit the search of others. Thank you."
4,"I'd recommend buying a carton in the store before purchasing a pack of 12. While I love mixing a tiny splash of Pacific Naturals's hemp milk into my hot cereal, it does have 16g of sugars. Compare this to Tempt's sweetened and unsweetened vanilla hemp milk, which has 9g and 0g, respectively (but unfortunately contains carrageenan). I can clearly taste the brown rice syrup in the milk, and thus cannot drink this straight-up or have it with cold cereal, in part because it's isn't very healthy to do so and in part because it would just be terrible going down. Everyone's tastebuds are different, so you might love this. But I'm glad I didn't buy in bulk. It's become my preferred sweetener for making hot cereal and hot chocolate (1/2 c. will do, with some raw cacao powder, and diluted with water), but I wouldn't want to have 11 cartons waiting to be used."
5,"I don't like wine, but this product tastes great and makes it look like I'm having wine or champagne.  I'm bringing a few bottles to drink at my own wedding in April 2012."
2,"I can't believe these things have such great reviews! I was hoping these would be good because I had organic jelly beans and they are delicious. However, these tasted like wax/plastic. There was barely any flavor. No thank you."
4,"This is a nice subtle tea with soothing ingredients. Personally, I would prefer the floral essences to be more pronounced, but I understand the need to appeal to a broad range of palates. I see some reviews have mentioned a putrid or medicinal smell/taste to this tea: what they're smelling and tasting is the valerian root. Valerian has an unmistakable odor; once you smell it you'll never forget it. I'd say to go to a health food store and sniff a bottle of pure valerian capsules to familiarize yourself with the odor, but it might ruin the tea for you. Its presence in this tea is noticeable, but not overpowering. The valerian scent is strongest when you first open the packet; the smell of the brewed tea leans more towards the rose, geranium, and citrus side of the spectrum. The licorice in the tea doesn't impart much in the way of overt flavor, but does make itself known with an ever-so-slight cooling aftertaste."
4,"The only thing I wish this seller would do is even out the colors some. 2 orange 2 yellow 2 red.. those are the beat colors and they are stingy with them. You do not get to pick out your  colors, nor are they even. I am disappointed  with so many white & blue pops. Why not even out the colors.I wish the colors are evened out. I would  give you 5 stars tgen.<br /><br />You can buy em for half the price at jawlipops.com. 100 count for 167.00 if you want that many.  I eventually will buy from the manufactures website. They are so nice on the phone.<br />I dont mind people making a buck though.<br />The shipper is super fast using fed ex an they aren't broken. That is great!! Good seller all around. You make your order and they get here super fast!!  Again, 5 stars if you would combine more colors. The kids hate so many white out of 25."
2,"I always buy the Dingo brand mini bones. My dog loves them. She gets one after dinner every night. I never let her have a rawhide bone unless someone is with her. My Vet told me that I should give my dog these instead because they help reduce plaque build up on the teeth. The Vet even gave us one of the larger size strips. My dog did enjoy it and had no problem chewing and swallowing it. I found these on Amazon at such a good price, I ordered a bag for medium dogs. After chewing on one for a short time she started swallowing a large piece, choking on it, throwing it up and then starting over again. I took most of it away from her, but she still had a small piece that seemed to be a bit stuck in her thought and it took her a while to get down. She was fine; I didn't have to rush her to the vet butafter this experience, I will never give her these again.  We are back to the Dingo mini bones."
3,"I was recommended this product by a relative of mine, but I must say I didn't feel it was as spectacular as she made it seem. It wasn't overtly chile-ey. Nor was it very Lime-ey. It was just... Meh. To be honest after all the years I've been seasoning my shrimp with some salt, pepper, chili powder & a squeeze of lime it just couldn't compare. I tried using it on some grilled chicken as well but found that, again, there wasn't anything special or really notable about the flavor that made it stand out. I yet again ended up switching back to what I was already using on my chicken- a jalapeno spice mix. I would probably have given this product 2 stars but considering my aunt recommended it I decided to offer 3 as a leeway for all those varying taste buds out there."
4,"Starbucks medium roasted coffees are fairly good. they don't taste burned like the darker roasts. Medium roasts don't require you to use more added cream and sugar, or designer flavors, than the coffee itself, in order to enjoy it."
3,"Pomegranate makes for an excellent aromatic in this tea, but unfortunately it does nothing for the taste as the combined flavors of Green Tea and Pomegranate make this tea taste like bubble gum that has already had its flavor chewed out of it. I still drink it, but will do so only until I can find a local seller of Green Tea with either Mango or Peach."
3,These chips did have a terrific bite but still a bit on the greasy side but that's what Kettle chips are. My all time favorite is the Lays salt/vinegar but no longer in the stores where I reside and the company on amazon that sells them only has the 1.5oz (too small) and by the time you pay shipping...not worth it. Overall the Madhouse Munchies not bad and the 5oz size is quite lg. There was a promotional special when I ordered so got the case at a great price on Amazon.
4,"Before you even crack open an Izze, you can tell it is pretty cool with a sleek, almost 70's retro design in a slim can which is good for me because I always fine even 24 ounce obscenely too much for one sitting.  8.4 is perfect for drinking with my lunch.  The drink itself is pretty simple, 70% pure fruit juice with 30% sparkling water.  Great for those that like carbonated drinks but could do without all the sugar.  The taste is decent and exactly what you would expect it to taste like.  Not sure if it is good enough to become a permanent fixture in my refrigerator, but definitely a nice change of pace."
3,"I ordered these to have at my son's Harry Potter birthday party.  The kids had fun eating them and trying to guess what ""nasty"" flavor each one was.  However, the two boxes are extremely small and I would not pay the almost $9 +shipping for them again.  If I had known how small the boxes were (I honestly did not check size before purchasing-lesson learned!) I would not have bought them.  I had to be very skimpy with the kids on how many they could try so that each child got to eat a couple-and we only had 10 kids there!  Fun, but pricey!"
4,I got this for a good price and it is about the best mayo you can buy. I like it best on the market today.
3,"The water was ok, not worth the price - taste just like deerpark or any other bottled water.  Was disappointed."
5,"If you enjoy liver pate, this one is smooth and delicious.  I like it very much, almost as much as goose liver pate!"
1,I just received these today for my wife.  They were the most horrible tasting coffee ever.  This wasn't just a case of not caring for this -- the coffee was down right nasty.  Both my wife and I thought so.  I don't know if we just got a bad batch or what -- but we wont be ordering this again.
3,I love Green Mountain and the delivery is very quick but this last batch had no flavor..guess I need a more robust coffee now...was disappointed this last time..Sorry..
4,These are smaller bags of popcorn that are equal to about half of a normal sized bag. I'd prefer the normal sized packs.
4,"Normally, I hate any zero calorie drink. Artificial sweeteners have a bad aftertaste to me. So I didn't have high hopes for this. Well, I was surprised. This tea is partially sweetened with natural honey so I guess this helps to eliminate some of the aftertaste. This particular flavor is very fruity & refreshing. I poured the packet into a 16 oz. bottle of water and it was great. The packets come in convenient travel size packets that would be easy to stash in a purse or pocket. This is a really nice alternative for someone that wants something fruity & not loaded with sugar & calories. Can't wait to try the other flavors!"
4,"This is one of the better peanut butters out there, particularly if you aim is to have a nice, consistent spreadable peanut butter. It is smoother in this regard than Jif.<br /><br />However, Planters is a bit saltier. Since I use little salt on food, it my be my own preference, but compared to my favorite (again, Jif) Planters is a bit more salty. I think this may have something to do with the ""robustness"" that people report with this particular peanut butter - think salted peanuts. Jif, on the other hand, tends to be sweeter, and thicker. Simply Jif has even less salt, and uses Molasses as one of the sweeteners - which I really like. But these two peanut butters are otherwise worlds apart.<br /><br />It does have a nice, fresh taste that separates it from some other brands on the market. It is definitely a 4-star peanut butter - I would give it a try."
5,"I haven't drank diet soda for many years and back then it was the nasty aspartame stuff.  Those drinks are an acquired taste but once you're off the corn syrup it's hard to drink a `regular' soda.  Zevia sodas also have a period where you'll have to get accustomed to the taste.  This is the third flavor of Zevia I've had up until the cola flavor I just got my hands on it was my favorite.  I was getting used to the stevia sweetened zing on earlier flavors of orange and black cherry before I got the root beer.  It tasted really good to me when I first started drinking it but it took my wife a bit more time to realize it was good.  She had stayed away from Zevia after tasting the orange which she did not like.  Zevia sodas still have a little aftertaste (the zing I refereed to above) that kind of sits with you for a few seconds but the longer you drink it the more used to it you get.<br /><br />However, there are two major problems with ordering Zevia products.  First, they're expensive.  At just over a dollar a can they are pricey, no other way to describe it.  The second, is availability.  Amazon is really having some issues with keeping Zevia flavors in stock with Prime shipping.  The third party sellers all have exuberant shipping prices bringing your case of soda to over fifty dollars.  I've emailed Zevia about this and did get a response from them.  I hope Amazon can keep it stocked and Zevia can keep them supplied.  It's a good product but it's been frustrating trying to order due to Amazon's stock.  Due to the high price tag I put it on a monthly schedule to save 15%.  It helps but I wonder if Amazon will have it ready to go each month.<br /><br />The Zevia Root Beer is a very good tasting soda.  I'll definitely continue to drink it if I can afford to and Amazon has it available."
3,Not worth the money! I purchase another brand of higher quality organic catnip on a regular basis and is much cheaper than this product. I knew I should not have wasted my money. :-)
2,"Ditto. I am not impressed. This is an OK coffee, but no more than that, while, say, Davidoff Coffee that Amazon sells also, being much superior, excells in taste in quality... I am a Davidoff fan now. Never again, Mount Hagen! Get lost!"
4,"The taste is decent, though a bit weak for my taste.  Price is really good, however, particularly for organic & environmentally friendly coffee."
5,I sent this basket to friends and they said it was just lovely. The shipping was lightening fast too. Highly recommended.
5,"It's a very rich salt because of the lava mixed in the equation, strong, adds awesome taste to food dishes, and vegetable beverages, I highly recommned this salt."
5,"Just ran across this bottle of water on the way out to Connecticut, day 2 of a 3 day drive....  Man it went down good, I only wish I had bought a case of it, but I wasn't sure and wanted to try it before I made that commitment.  I love pop, and know that I need to get away from the soda and if I could just get my hands on this type of water, I may be able to give up the pop habit.  There was no taste at all to the water.  I'm going to keep looking....."
3,"Ingredients list:<br />Sugar, Corn syrup, Honey, vit b6, vit B12, vit C.<br />1 piece = 20 cals.<br /><br />Packaging:  Easy to open and pop a treat in your mouth.  The hard candy shell keeps things neat and is easy to pop out of the wrapper.<br />Taste:  Pretty good, the outer shell is a like a sweet hard candy, then when you get to the middle, the honey flavor really comes out.<br />Claims:  The energy boost you get is probably just a boost of sugar, rapid up and down.  The vits you can get from a well balanced meal or a real supplement<br />Overall:  Just think of this as honey candy, ignore the the fluffy stuff."
