Rating,Review
4.0,second visit paradisus visited week missed day northeast blizzard second stay paradisus fourth visit dominican republic food excellent quality variety la carte restaurant ate twice seafood restaurant french italian brazilian japanese visit tried chinese mexican reservation required japanese french time waste time waiting line sign day evening food good breakfast lunch buffet variety freshness obvious cleanliness speak ill waitstaff freindly attentive tip appreciatedwe returned resort trying iberostar bavaro year ago nice food good told dine restaurant resort reservation restaurant wanted paradisus resort larger area crowded feel paradisuswhile bar paradisus busy especially evening service prompt especially tip observed bartender mixed drink good wine varied restaurant bar brand country origin nice bottled water freely given requesting itparadisus accommodation need updating given upgrade room jacuzzi bath ideally close beach pool restaurant furnishing room showed sign wear bed uncomfortable worn probably spend time room television worked shower water pressure good water instantly hot room clean insectfree spent time large beautiful pool time longest widest beautiful beach seen walked daily day walked paradisus paradisus sister resort believe called paradisus punta real took hour oneway walking breeze constant onshore wind cooled surf paradisus beach appeared large largest beach punta cana shady area chickees palm tree available sign wear beach beachpool lounger need replacing sagging point uncomfortable weight tourist difficulty obtaining lounger beach pool unfortunately resort supply clean beach towel day week kept returning kiosk told hour hour etc received guest quite annoyed beach kept clean debris seaweed salty fishy odor beacheswe baby boomer oldest group longer interested beer drinking contest sexually suggestive pool game really loud poolside beach music confined rocking chair went horseback riding beach nice free sailed hobie cat activity involved walking surf jumping dining drinking socializing american international guest dancing singer lobby bar area evening attending lively colorful enjoyable nightly show featuring spanish english entertainment song spouse took quad runner trip exhilirating dangerous fun visit casino recalled visit quite small smokefilledwe enjoyable vacation estimation drawback ground transport airport downright unsafe cracked windshield smashed rear door small van plus driver attempted make seriously overloaded vehicle pas truck bus uncomfortable ineffective air conditioning seven passenger faint heat road poor shape vehicle jolted time rut speed bump navigated ride lasted halfhour way paradisus fault fault tour operator selected ground transportation companythe second drawback prevent returning paradisus future omnipresence time share salesperson sooner checked long trip accompanied desk clerk greeter station greeter reality time share salesman experienced trip offensive time missed day vacation despite firm repeated interested spouse polite spoke man bit brought drink bar apparantly man required decide appointment visit resort share sold indicated finally allowed room day appointment salesman breakfast restaurant waiting indicated attend sale tour man quite annoyed telling spouse job livelihood fact attend tour salesman lobby restaurant area quite uncomfortable trying avoid himwe spoke number people airport return flight described particular resort pro con result comment previous travel experience dominican republic caribbean destination compare u european destination gave resort average rating time like given excellent rating based cleanliness quality food beverage variety enjoyable entertainmnet cosmopolitan nature clientele attentiveness friendliness staff spoke little lot english exception housekeeper beauty ground beach unfortunately need update room beachpool lounger especially time share salesperson feel fivestar resort
4.0,lovely hotel great location started week holiday night stay los angeles despite friend trying decided stay hollywood area downtown renaissance perfectly situated touristsightseeing area booked room access lounge th floor meant free breakfast morning gave free access coffee soft drink day initial room th floor checking asked change lower room given identical room th floor absolutely fuss room comfortable large window looking hollywood sign hotel presented hertz desk meant easily pick car phase trip hotel surrounding area far surpassed expectation great start holiday
3.0,nice major glitch hotel definitely ironing kink bit green competition hotel equal class areacheckin went smoothly asked high room view beautiful view request room overlooked tallest office tower toronto heart financial district great view lake ontario room nice window opened opposite end room bed forget fresh air sleeping good news room internet connection bed desk worked quite bathroom separate shower bath great supply hot water morningit good hotel location close shopping subway restaurant heart financial district thing close early internet cafe street opened nt laptop need internet cafe make min purchase complimentary internet hour drug store street closed pm sundayone thing inconsistent service morning phoned room service tell menu room think woke person absentmindedly started mumbling guess bring proceeced hang phone morning asked make sure meat plate morning got bacon received spoon coffee salt pepper interesting issue noticed occasion maid change sheet clean room bed quite comfortable heavenly bed sleeper good quality nice linen microwave fridge washerdryer small table desk quite large hotel room obviously new room nicethe barrestaurant unusually inexpensive hotel glass wine rum coke guess using low price barrestaurant incentive people stay therethe room clean menu item certainly ton choose chicken stir fry deliciousas far fitness center quite nice separate hot tub connected cardio room make workout uncomfortable work sweat room high temperature proximity hot tub cardio equipment beautiful state art personalized tv screen pieceone evening heading event block away valet offered chauffeur vintage cadillac probably got mile gallon glad block awayi fence place liked thing quite bit pained big glitch
2.0,love hate room nice newly renovated clean night got room slightly used trash bed askew towel used sure parking challenge early leave key hotel staff elevator old slow use difficulty internet connect different room different occasion price exceptional san francisco staff nice fellow particular unbelievably rude guest scary rude like drama queen mental medication nt beleive aaa rated hotel opportunity presented happen elevator owner asked enjoying stay told rude guy work night said oh got rid later night guess working guy vow stay scary rude routinely sf family business place say ca nt price good room chance staff good luck
4.0,lovely hotel great staff good minor complaint recent reviewer valid hotel really nice placethe buffet breakfast fabulous nt expect hot food omelette bacon oatmeal croissant buffet great variety choice ham sausage cheese yogurt cold cereal boiled egg fruit vegetable salad meat salad lox bread roll dining room lovely nice garden sit look onthe ownersstaff friendly helpful obviously enjoy running hotel efficient place nice personal feel itwe stayed room room balcony balcony large sit table chairsthe room spacious splotless loved heated bathroom floor problem regarding bathroom door consider depending habit husband like late night showersbaths light coming door little annoying tub like soak tub shower excellent plenty pressure hot water mean bath facing room possible lack privacy nt bother year marriage better bed luxury bed comfortable slept soundly liked big square pillow easy plump shape comfortable asked extra blanket pillow quickly suppliedthe issue regarding location depends preference like walk nt hotel far agree make people little uneasy walk hotel night street safe berlin general street dimly lit night fact dimly lit city visited europe factor green status city
5.0,hotel il perseo great stay heart firenze travelled florence stayed il perseo night november booking process convenient response inquiry prompt helpfulon arrival staff friendly spoke english helpful owner charming hotel proximity firenze smn station location street duomo greatour room good couple problem bed nt great heater overheating room room clean bathroom great spacious italian standard north american standard nicely simply decorated forgot internet cable wired highspeed room staff kindly supplied onethe breakfast excellent morning cappuccino fantastic touch favour stick espressobased drink forget americanstyle coffee hotel provides happy hour pm night snack glass wine quite good checking needed leave bag hour shopping city owner kind store bag securelyil perseo renovated couple year ago stayed renovated greatly improved sacrificing service enormous value money
2.0,good hotel child returned hotel myhusband year old daughter neice son aged reached hotel outside wow factor thats finished suitcase taken room booked receiption alot fast pass meal ticket room hoping disney nt felt little dissapointed child clean shampoo type thingsi spoke people park said disney soap towel fun childrenthere hairdryer bathroomwe look hotel nice hotel adult child there entertment childrenthe hotel exspencivewe look pool area child stayed night day enougho yes nt use bar room drink cost eurostake drink going enjoy hope nt forget tell child push caraters thats nice tought child polite
3.0,okay great family stayed bavaro princess april april little complain nothing impressed place beautiful beach gorgeous average good time thanks guest met got sick food nothing good bad say vip upgrade good deal simply wait line restaurant reservation room right pool beach kid club limited hour kid bored day service okay great room use good cleaning glad went price better iberostar bavaro visit
4.0,loved hotel trip paris previous experience base selection pouring review hotel going forth stay finally choice stay are eiffel nt better selection sweet hotel quiet quaint area basically people live area everybody choose lively neighborhood couple minute close metro plenty shop restaurant couple block course close eiffel tower balcony long day sightseeing nice sit park wait tower twinkle hotel exactly review perfectly said nice bed bedding dbl sink hermes product beautiful interior modern clean helpful staff nt hesitate staying complaint room nt completely soundproof hear guest various time free internet euro drink day mini bar far outweighs minor noise far concerned nt worry book enjoy
2.0,unhelpful unfriendly staff hotel excellent location unfriendly unhelpful staff wife th birthday state arriving glass wine waiting checked incidently like view change room natural light open window go directly brick wall said location right station min walk la ramblas friendly staff cafe opposite blue seat cover turn left outside hotel great comfortable base want explore city like staff warm friendly
5.0,gem central berlin day berlin wife looking central location easily accessible public transportation jolly hotel vivaldi excellent purpose high quality affordable immediately adjacent sbahn ubahn walk brandenburg gate easy access greatest musems berlin staff good room nice suprisingly quiet location great value berlin highly recommend hotel
2.0,better hotel hong kong hotel clean room small think case hotel hong kong use hotel shuttle key point reliable really hassleoverall nt like atmosphere hotel clinical staff friendly despite wear smiley face badge clearly issue return room later day cleaning nt cleanedthe bar small unatmospheric
5.0,great time riu palace hotel fantastic value room spotless bathroom spacious wellappointed double sink plenty towel terrace comfortable disapointed reading review people complain lack english spoken staff husband difficulty understood understanding staff speaks spanish hard learn say hello thank coffee beer spanish preposterous country expect people speak language staff incredibly friendly efficient second time stayed riu month cancun cancun riu american punta cana riu european saw plenty extended family young couple honeymoon older people young couple small child food amazing love fresh vegetable fresh vegetable available breakfast lunch dinner lunch dinner ate fish vegetable people told nt like buffet food food sitting hour constantly replenished chef standing buffet cooking variety tremendous plenty fresh fruit try eat healthy plenty little decadent plenty tempt especially impressed cheese night dinner little brie goat cheese blue cheese prune apricot delicious morning arranged coffee brought room additional charge room service change money needed think husband took dollar dollar bill tip staff expecting tip happy went snorkeling horseback riding walked beautiful beach swam ocean beautiful swimming pool staff work hard come activity like dart horseshoe dancing lesson silly pool game people occupied fitness center property spa service like massage available looking exciting night life place looking meet place want relax soak sun break bank place
3.0,okay probably better hotel conveniently located sightseeing walking distance la ramblas carpark onsite room narrow mainly clunky furniture window nt offer light star price look business traveller pretty standard close window especially friday weekend night street outside noisy
3.0,convenient la ramblas hotel great position explore barcelona plaza catalunya barceloneta port vell clean comfortable adequate breakfast buffet spectacular reviewer stated bar price good atmosphere friendly unobtrusivewe happy stay asked extra pillow say enjoy bath comfortable tall stick shower easy bus station metro close urquinaona station minute walk tourist bus hub plaza catalunya like idea free glass bubbly presentation card bar bear mind pm plan evening carefully said spain good restaurant nt think opening pm laterwe stay definitely longer great location base good value
2.0,place joke price room suite perfect cheap pricequailty mmmm goodi booked standard room got upgraded presdential suite suite huge joke big living room tv lol dont understand really sleeping area fake wooden floor joke half broken walked squeeking sound toilet huge strangeyou toilet room washing basin using toilet room huge room basin washing hand thats strange designthe suite dark light service joke dvdcd player quite confusing use called tech guy send normal tech guy idea use send head guy tech department idead use took minute ask manager come know use minute came spend minute didnt know use came real good reason pissed kep calm guess said said mmm dont know use thing dosent matter got upgraded suppose equipment deal good luck people actually book suite ask come help guess manager think reason tell guest
3.0,great location stayed property time like hotel location hotel walking distance pike market al shopping seattlethe hotel parking pay small fee nightly rate payed room clean good bed experienced problem stay
4.0,nice hotel hotel monge nice exceptional julie pleasant host hotel clean little small paris wonderful guess hotel room important want spend time checking city recommend hotel ask room floor arena traffic passing
5.0,really enjoyed stay really loved staying hotel max recent conference night thought hotel clean interesting good location downtown room small noted building old modern hotel usually like nt surprised thought room seventh floor super comfortable queen bed perfectly sized person staff friendly attached restaurant red fin great vegetarian option drawback day inroom internet access case downtown seattle hotel oh good deal time definitely stay especially romantic weekend
3.0,catalonia plaza location great location public transport bus airport stop outside journey take minute hotel right metro stationtoothe best thing hotel breakfast buffet huge stocked poorest thing standard towel linen expect better threadbare offering allow shower early afternoon later towel provided dry time room looked inner bright ok ask external roomrooftop view amazing pool water hot swim like bath public area spacious clean corridor updating
4.0,bit unsure place read review booked hotel say complaint stayed night bank holiday weekend stag great job quick efficiently checked room clean fine needed basically clean bed secure storage breakfast good start day location fine especially willing walking day walked tiergarten min day headed way brandenburg gate min overall exactly needed
3.0,expected hotel nadia okay okay room smallest hotel room stayed life nt dream unpacking thing thing breakfast basic bread cheese croissant coffee stayed amsterdam paid staff nice helpful feel obsessed rating amazing travel site rating impact hotel think terrified getting negative review wonder review neutral
4.0,good better lovely room gorgeors view nice staff service asked toothpaste tooth brush promised appeard maybe forget
3.0,soso experience comparison alila ubud review written reference review alila ubud wife took face alila bali honeymoon jan nites ubud manggis wonderful experience ubud staff manggis attentive slower willing accommodate request example bottle complimentary water room arrival asked reception staff sounded surprise exact quotation tone exclamation reception additional water bali tropical hot island average degree celsius yeah locationwise manggis east bali hour half drive ubud central island interesting rice field temple located good hour drive famous touristy kuta absolutely beach alila manggis forget beach activity sign read dangerous course swimming pool wo nt say attractive limited number deckchairs wayward location manggis hired guide offered hotel expensive shopping ubud day earlier flexible timing quite pleased drove doubled guide end tipped driverguide difference quoted hotel plus point resort manggis breakfast buffet selection menu small eater like quiet location mean private experience spousepartner frequenty taichi yoga session morning late afternoon wholesome relaxing experienceone advice decide face alila package believe worthwhile deal start alila manggis way experience better
1.0,disappointed thought ok hotel money wrong room small kind strange smell location bad highway busy road need subway wait shuttle miss lot people waiting standing minute restaurant hotel walk far away desk people attitude make feel thankful staying rude recommend staying unless want experience disappointment like
5.0,loved took mom miami birthday stayed marseille night august say absolutely pleased lobby beautiful great picture room small yes clean bed super comfortable pool hammock area absolutely best nothing better right beach staff nice helpful attentive miami experience amazing marseille hotel definitely big
5.0,muse stayed weekend june property surpassed expectation hot weekend new york temperature daily room sanctuary quiet cool comfortable air conditioner worked perfectly quiet easy set digital temperature controlbeds comfy great sheet pillow hard leave morning weekend hear construction noise rd floor real view street noise bathroom huge ample supply luxurious towel shower worked great good water pressue plenty hot water room spotless flat screen tv ipod dock nice touch staff cordial helpful check check wine hour pm pm real treat free coffee morning usually stay algonquin visit new york sold date took chance muse lucky better choiceput place list disappointed
5.0,nice surprise chose based price reviewsi thrilled walk room reminded bed breakfast decor instead stark hotel roomthe view brick courtyardflat screen tv comfy assorted pillow bed comfortablelittle thing like coffee replaced used glass replaced order ice mean tip instead helping biggie thing standard new maidthey giant basket chocolate treat billed massive amount money eat food mini bar afraid drop basket room lot table sat right tv lobby tiny elevator hold people say pound tiny wait long lot people hotelit nice small hotel short hallway second room street ok maybe staff accommodating little oriental restaurant attached hotel charge dollar breakfast juice fruit cup egg coffee little cup ticked thatyou walk ton place minuteseven macdonalds corner th th block away broadway town walk penn station nt heavy luggage straight th ave blockswhen rate main stay edison really nice lastsi definately stay afford
4.0,nice modern hotel great location returned night stay madrid room overlooking plaza santa ana th floor small balcony problem room overlooking plaza noise hour night use thursday friday saturday night partying go night long view small balcony nice end getting use noise st night overall hotel staff helpful spoke english helped dinner reservation cab area near hotel provides choice restaurant walked night tried different type food night casual pizza place square tour guide mentioned actually dinner night casual reservation needed pm place near packed night food good right street ice cream shop grab ice cream walk area dinner location hotel excellent major site walked wanted minute puerto del sol plaza mayor museum royal palace walking distanct took day trip segovia toledo used le tango letangocom personal hour tour reserved hour walking tour madrid day le tango recommended site forum disappointed guide informative helpful provided great information help thing hour used madrid vision day madrid version hop hop bus great way different site areasoverall hotel nice modern comfortable bed nice ammenities expensive overall think worth breakfast morning hotel provided good variety hot cold food
3.0,love look comfort shoe style lifting weight super cute flezable running absolutely might pronationsupnation shoe work personal stride run mile every day average mile week sprint twice week treadmill running time major back issue never stats shoe road trail run run tip toe treadmill lot heal road lb muscle average runner built like sprinter marathon runner love nike flex bottom really give support flex needed also used asics puma
4.0,great location location best thing hotel la ramblas little street noise close metro stop yes wall paper noise reasonable hour morning nt come barelona sleep clientel older party crowd explain morning noise evening noise clean comfortable good continental breakfast included
1.0,read booking good rate want place sleep hotel wanting hotel little extra book hotel honeymoon july disappointed read review research hotel internet claimed serve breakfast room deliver paper room brief walk beach breakfast lobby know hotel serve lobby nt claim room nt receive sunday paper called ask respond saying nt deliver sunday paper real bad construction going street loud early morining know ca nt help hotel mention website think brief statement construction helpful future customer construction block quick beach access expect minute walk booked massage overbooked husband sent aqua bamboo mile away agree told come cab pm nt leave hate admit like bamboo hotel better deluxe view woth money know small thing reason booked hotel miltary discount thought attention overcome fact away beach nt tripadvisor exactly job rest stay hawaii maui big island time hotel earned rating recommend hotel time way charged twice deposit check allow time mistake
5.0,great time raco del pi booked hotel night midweek breakraco del pi ideally located thing suggested guidebook chose eat hotel assortment restaurant cafebars nearbya clean hotel right heart great city little noisy experience atmosphere sagrada familia casa batllo see relax hour parc guell view city try tapa taller tapa minute stroll away sant josep oriol load great chocolate shop come guy miss football treat partner great short break
1.0,gross problem hotel town wedding wanted someplace affordable clean looking fancy arrived new orleans pm told room ready left came room ready mind wedding evening needed time dressed leave room ready used excuse housekeeping shortstaffed waited finally checked bed gross multiple stain comforter blanket worse blood stain disgusting called manager excuse wash blanket month gross set stain ca nt help happen staying honeymoon suite expect wtf happened book honeymoon suite king sized bed expect nasty dirty filthy stain said bring clean blanket returned wedding pm blanket called waited minute nothing fiance finally desk overall horrible experience stay fact room dirty heard loud banging sound day night pizza place downstairs let add shower drain soap scum stuck tub time took shower nt stay
2.0,twittering coming husband stayed marina mandarin way new zealand honeymoon hotel impressive lobby entrance area stunningour night single bed pushed nt impressed considering honeymoon new requested new room day fairness got room spotless bathroom huge double sink separate shower baththere piano bar lobby area design hotel ensured music travelled room pretty tired nt happy hear room morning hear bird twittering constanly sleeping thinking bird city turned recording bird played day annoyingthe pool area beautiful worth visit food hotel good choice thoughi bit fact staff want deal husband booked lead
5.0,cute comfortable
4.0,apex right pleased apex standard room nice size nt view quiet nt bother little comment dark needed light room nt detract enjoyable stay pleased booked website breakfast included quite good saving loved area tower bridge tower london st katherines dock right end street butler wharf really worth look london couple year astounded price tube use bus lot cheaper luckily weather nice walked really nice weekend nt hesitate stay
4.0,loved location couple year thought write review experience andrew jackson turned season doorstep looking cheap accomodation convenient french quarter travelling cheap meant sharing room went greeted clay aiken lookalike door similar accent fact really sneak half room going past guy explained situation cool price room double upgraded larger comfy room courtyard loved location sweet room great service good time round dont know date maybe clay isnt working anymore aj thunmbs looking stumble big night bourbon street
2.0,wasent bad friend stayed day lol got admite far anywere almere needed everyday kid playing football sv almere hotel ok needed somewere sleep yes got sleep comment cant say bad deffo stay
1.0,nice informed fact carry luggage minute taxi hotel nice specially rainingthe hotel nice neighborhood dangerous dirty recommendable
2.0,blah pricelined hotel sunday night beachfront nice lobby beautiful room awful closet broken light bathroom moved slightly better room guy desk good took caare right away place desperately need room upgraded lot potential worst wyndham stayed day parking bummer option like south beach
1.0,warning stay worst hotel booked room booked said month earlier got hotel let till check toliet spraying mattress inch overall horrible drink warm swim bar like promised
5.0,probably value money hotel stayed stayed year ago nothing impressed place location unbeatable price fab think paid clean cozy room sf bargain rest hotel agree reviewer said classy san fransisco staff friendly helpfull special note bob concierge remember visit stay heartbeat
2.0,surly staff baking hot room booked lastminutecom like reviewer booked ba deal suspect thye save worst room people kind breaksdeals room situated courtyard movement noise echoed room room like oven checked mobile air conditioning unit long tube window expel hot air window open make air pointless went downstairs told desk staff room hot air conditioning unit noisy told unit noisy asked moved room bluntly told staff stay surly unhelpful bath shower thing going hotel opinion location guess trade recommend unless really cheap deal nt expect great service
5.0,best london bridge hotel truly star hotel got good deal hotelsruscom spent night sep room bathroom clean modern got offered upgrade cooked breakfast pound extra stuck inculded continental satisfactory wellthe staff nice approachable got room service breakfast arrived late morning breakfast room closed amafter star hotel stayed france italy unexpected nice surprise location great river tube train station nearby hotel london
5.0,try returned fantastic stay eurostars grand marina booked friend th hotel prime location port vell yds la ramblasthe room good size magnificent view barcelona citythe bathroom hishers sink seperate bathshowertoilet bath jacuzzi function hard day shopping mustthe continental breakfast euro fantastic choice cereal pastry fruitsyoghurts ham roll freshly squeezed orange juicethe standard room excellent decor modern la ramblas seedy atmosphere especially end near sex shop peep showscatulyna sq gothic quarter short walk away
2.0,clean staff nt care tv remote control nt work asking told like nothing moved tv closer bed lot dust furniture french type door room barely covered curtain inside room visible truned light night day throhg space drape door cute breakfast idea big antique table old dining area
3.0,good central budget hotel quiet worried staying hotel keizersgracht reading review assured hotel keizersgracht good star budget hotel staff helpful encountered problem room small served purpose little updating long way room clean bathroom modern clean fresh towel supplied everyday hotel easy walking distance main centre thing good hotel budget traveller need place base avail breakfast hotel plenty nice restaurant eat breakfast better value
1.0,traveler read beware circumstance say fine hotel glowing review stay better check credit card statement day afterward good reason believe criminal element working hotel family stayed night hotel easter weekend charge particular credit card day checking fradulent charge international calling card cell phone charged card nt rocket scientist figure charge card fraudulent yes nice hotel giving head contacted hotel manager going contact hilton hotel corporate office sure happened lucky pinpoint happened
2.0,worthwhile hold price room absurdly large particularly area manhattan nothing absolutely topnotch property decent cleanliness bed quality etcone problem nt handled liked morning headed shower oclock meeting hot water none called desk sounded puzzled said check engineering minute later response hot water called desk shocked said send engineering room minute later nothing hot water called manager told mechanical problem hotel hot water really nt know tell pretty steamed ha took bracing cold shower got dressed manager called tell hot water think happen fact matter generally nt make wonder overall physical plant maintained ought manager pretty nice nice hot water returned late overall confusion nonresponsiveness couple phone call aggravating took big chunk hot shower business center floor couple computer printer handy pay credit card swipe user friendly printer brother inkjet suckedstill room big location particularly price stay modest place definitely worth consideration
